"Station Name","BELLEVILLE"
"Province","ONTARIO"
"Latitude","44.15"
"Longitude","-77.39"
"Elevation","76.20"
"Climate Identifier","6150689"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1930-12","1930","12","","M","","M","","M","","M","","M","","","","","","","","",,"",,""
"1931-01","1931","01","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1931-02","1931","02","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1931-03","1931","03","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1931-04","1931","04","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1931-05","1931","05","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1931-06","1931","06","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1931-07","1931","07","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1931-08","1931","08","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1931-09","1931","09","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1931-10","1931","10","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1931-11","1931","11","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1931-12","1931","12","3.1","","-5.8","","-1.4","","9.4","","-16.1","","23.4","","7.6","","31.0","","","",,"",,""
"1932-01","1932","01","2.7","","-4.4","","-0.9","","11.1","","-17.2","","72.1","","22.9","","95.0","","","",,"",,""
"1932-02","1932","02","1.2","","-8.0","","-3.4","","11.1","","-18.3","","23.4","","33.3","","56.6","","","",,"",,""
"1932-03","1932","03","1.7","","-7.4","","-2.9","","13.3","","-17.2","","14.7","","77.5","","92.2","","","",,"",,""
"1932-04","1932","04","9.6","","-0.6","","4.5","","25.0","","-9.4","","34.0","","26.7","","60.7","","","",,"",,""
"1932-05","1932","05","18.6","","7.2","","12.9","","28.9","","-1.1","","38.1","","0.0","","38.1","","","",,"",,""
"1932-06","1932","06","25.1","","12.3","","18.7","","31.7","","3.3","","26.2","","0.0","","26.2","","","",,"",,""
"1932-07","1932","07","25.2","","14.1","","19.7","","30.0","","9.4","S","48.5","","0.0","","48.5","","","",,"",,""
"1932-08","1932","08","26.9","","14.2","","20.6","","32.2","","7.8","","64.8","","0.0","","64.8","","","",,"",,""
"1932-09","1932","09","22.9","","10.5","","16.7","","33.9","","-1.1","","52.8","","0.0","","52.8","","","",,"",,""
"1932-10","1932","10","15.4","","6.1","","10.8","","22.8","","-2.8","","58.9","","0.0","","58.9","","","",,"",,""
"1932-11","1932","11","5.6","","-3.0","","1.3","","14.4","","-15.0","","127.3","","7.6","","134.9","","","",,"",,""
"1932-12","1932","12","1.5","","-7.9","","-3.2","","11.1","","-27.2","","67.1","","17.0","","84.1","","","",,"",,""
"1933-01","1933","01","3.5","","-5.1","","-0.8","","10.0","","-18.3","","26.2","","10.2","","36.3","","","",,"",,""
"1933-02","1933","02","0.8","","-8.7","","-4.0","","6.7","","-22.8","","32.8","","18.5","","51.3","","","",,"",,""
"1933-03","1933","03","1.9","","-5.1","","-1.6","","8.9","","-17.2","","62.5","","33.8","","96.3","","","",,"",,""
"1933-04","1933","04","12.3","","2.7","","7.5","","25.0","","-3.3","","78.5","","0.3","","78.7","","","",,"",,""
"1933-05","1933","05","20.4","","8.1","","14.3","","27.2","","0.6","","42.4","","0.0","","42.4","","","",,"",,""
"1933-06","1933","06","26.4","","13.1","","19.8","","35.0","","3.9","","38.4","","0.0","","38.4","","","",,"",,""
"1933-07","1933","07","29.6","","16.1","","22.9","","38.3","","10.0","","13.2","","0.0","","13.2","","","",,"",,""
"1933-08","1933","08","26.6","","14.4","","20.5","","32.2","","9.4","","128.3","","0.0","","128.3","","","",,"",,""
"1933-09","1933","09","22.1","","11.2","","16.7","","30.0","","1.1","","66.5","","0.0","","66.5","","","",,"",,""
"1933-10","1933","10","13.3","","3.2","","8.3","","20.6","","-10.0","","38.1","","10.2","","48.3","","","",,"",,""
"1933-11","1933","11","2.9","","-7.4","","-2.3","","17.2","","-18.9","","59.4","","38.4","","97.8","","","",,"",,""
"1933-12","1933","12","-2.9","","-13.3","","-8.1","","9.4","","-33.3","","56.4","","60.5","","116.8","","","",,"",,""
"1934-01","1934","01","-2.0","","-10.9","","-6.5","","4.4","S","-25.0","S","18.3","","48.0","","66.3","","","",,"",,""
"1934-02","1934","02","-7.6","","-23.8","","-15.7","","0.6","S","-39.4","","0.0","","41.9","","41.9","","","",,"",,""
"1934-03","1934","03","0.9","","-7.5","","-3.3","","7.8","","-18.3","","58.4","","12.4","","70.9","","","",,"",,""
"1934-04","1934","04","9.9","","0.2","","5.1","","21.1","","-3.3","S","43.4","","2.5","","46.0","","","",,"",,""
"1934-05","1934","05","20.2","","5.7","","13.0","","28.9","","-0.6","S","38.6","","0.0","","38.6","","","",,"",,""
"1934-06","1934","06","25.8","","13.6","","19.7","","32.2","","6.7","","82.3","","0.0","T","82.3","","","",,"",,""
"1934-07","1934","07","27.9","","15.4","","21.7","","34.4","","10.0","","34.5","","0.0","","34.5","","","",,"",,""
"1934-08","1934","08","24.8","","12.2","","18.5","","34.4","","3.3","","33.3","","0.0","","33.3","","","",,"",,""
"1934-09","1934","09","21.9","","13.1","","17.5","","28.3","","5.0","","99.6","","0.0","","99.6","","","",,"",,""
"1934-10","1934","10","13.2","","2.9","","8.1","","21.7","","-5.0","","34.0","","0.0","T","34.0","","","",,"",,""
"1934-11","1934","11","8.1","","1.1","","4.6","","16.7","","-5.6","","72.4","","1.8","","74.2","","","",,"",,""
"1934-12","1934","12","-2.3","","-12.8","","-7.6","","11.7","","-25.6","","1.5","","72.9","","74.4","","","",,"",,""
"1935-01","1935","01","-5.0","","-16.7","","-10.9","","5.6","S","-35.0","","52.8","","63.8","","116.6","","","",,"",,""
"1935-02","1935","02","-2.2","","-13.2","","-7.7","","5.6","","-29.4","","25.4","","31.2","","56.6","","","",,"",,""
"1935-03","1935","03","5.2","","-4.6","","0.3","","15.0","","-17.2","","23.9","","3.3","","27.2","","","",,"",,""
"1935-04","1935","04","11.9","","0.9","","6.4","","23.3","","-5.0","","39.4","","3.0","","42.4","","","",,"",,""
"1935-05","1935","05","16.0","","3.5","","9.8","","23.9","S","-1.1","S","61.0","","0.0","","61.0","","","",,"",,""
"1935-06","1935","06","22.0","","11.7","","16.9","","25.6","S","5.6","","106.7","","0.0","","106.7","","","",,"",,""
"1935-07","1935","07","28.4","","17.6","","23.0","","32.8","S","10.6","","38.9","","0.0","","38.9","","","",,"",,""
"1935-08","1935","08","26.9","","14.7","","20.8","","33.3","","4.4","","11.7","","0.0","","11.7","","","",,"",,""
"1935-09","1935","09","19.9","","8.1","","14.0","","26.7","","-1.1","","55.1","","0.0","","55.1","","","",,"",,""
"1935-10","1935","10","14.9","","2.7","","8.8","","22.2","","-5.6","","38.4","","0.0","","38.4","","","",,"",,""
"1935-11","1935","11","7.4","","-0.6","","3.4","","18.3","","-10.0","S","63.5","","6.1","","69.6","","","",,"",,""
"1935-12","1935","12","-4.0","","-13.8","","-8.9","","5.0","","-27.8","","6.4","","30.0","","36.3","","","",,"",,""
"1936-01","1936","01","-4.1","","-13.0","","-8.6","","3.9","","-28.3","","10.7","","67.8","","78.5","","","",,"",,""
"1936-02","1936","02","-5.3","","-16.9","","-11.1","","5.0","","-26.1","","12.4","","61.7","","74.2","","","",,"",,""
"1936-03","1936","03","4.1","","-4.5","","-0.2","","15.0","","-23.3","S","125.7","","46.0","","171.7","","","",,"",,""
"1936-04","1936","04","8.8","","0.1","","4.5","","19.4","","-6.1","","54.9","","5.8","","60.7","","","",,"",,""
"1936-05","1936","05","20.4","","6.8","","13.6","","28.9","","-6.7","","20.6","","0.0","","20.6","","","",,"",,""
"1936-06","1936","06","24.7","","11.9","","18.3","","30.6","","6.1","","28.4","","0.0","","28.4","","","",,"",,""
"1936-07","1936","07","28.9","","14.7","","21.8","","40.0","","6.1","","20.1","","0.0","","20.1","","","",,"",,""
"1936-08","1936","08","26.3","","13.9","","20.1","","31.7","S","8.3","","72.1","","0.0","","72.1","","","",,"",,""
"1936-09","1936","09","22.0","","10.6","","16.3","","27.8","S","0.0","","85.6","","0.0","","85.6","","","",,"",,""
"1936-10","1936","10","14.1","","3.6","","8.9","","21.7","S","-8.9","","77.5","","1.3","","78.7","","","",,"",,""
"1936-11","1936","11","4.3","","-5.1","","-0.4","","16.7","","-22.2","","32.8","","20.6","","53.3","","","",,"",,""
"1936-12","1936","12","1.4","","-8.5","","-3.6","","8.9","S","-25.6","","49.0","","37.8","","86.9","","","",,"",,""
"1937-01","1937","01","2.1","","-6.0","","-2.0","","10.0","S","-16.1","","87.9","","19.3","","107.2","","","",,"",,""
"1937-02","1937","02","0.7","","-8.0","","-3.7","","9.4","","-16.7","","28.2","","26.4","","54.6","","","",,"",,""
"1937-03","1937","03","0.9","","-7.1","","-3.1","","7.2","","-18.9","","4.3","","35.3","","39.6","","","",,"",,""
"1937-04","1937","04","10.6","","1.4","","6.0","","19.4","","-3.3","","68.1","","1.3","","69.3","","","",,"",,""
"1937-05","1937","05","19.3","","8.1","","13.7","","26.7","","1.1","","54.9","","0.0","","54.9","","","",,"",,""
"1937-06","1937","06","24.2","","12.9","","18.6","","31.1","","7.8","","49.8","","0.0","","49.8","","","",,"",,""
"1937-07","1937","07","28.3","","15.9","","22.1","","33.9","","9.4","","25.7","","0.0","","25.7","","","",,"",,""
"1937-08","1937","08","28.3","","16.4","","22.4","","33.9","","11.1","S","100.1","","0.0","","100.1","","","",,"",,""
"1937-09","1937","09","20.9","","8.9","","14.9","","31.7","","1.1","","34.3","","0.0","","34.3","","","",,"",,""
"1937-10","1937","10","12.4","","3.0","","7.7","","23.3","","-5.0","","105.9","","0.0","","105.9","","","",,"",,""
"1937-11","1937","11","6.8","","-0.3","","3.3","","14.4","","-6.7","","90.9","","0.0","T","90.9","","","",,"",,""
"1937-12","1937","12","-0.8","","-9.8","","-5.3","","3.9","S","-25.0","","4.8","","91.2","","96.0","","","",,"",,""
"1938-01","1938","01","-3.3","","-14.4","","-8.9","","6.7","","-25.0","","35.1","","47.8","","82.8","","","",,"",,""
"1938-02","1938","02","-0.4","","-9.3","","-4.9","","7.2","","-20.6","","66.5","","13.0","","79.5","","","",,"",,""
"1938-03","1938","03","4.9","","-5.2","","-0.2","","20.6","","-28.9","","43.2","","26.9","","70.1","","","",,"",,""
"1938-04","1938","04","12.1","","1.8","","7.0","","24.4","","-7.8","","29.5","","10.7","","40.1","","","",,"",,""
"1938-05","1938","05","18.7","","6.8","","12.8","","25.6","","1.7","","61.5","","0.0","","61.5","","","",,"",,""
"1938-06","1938","06","24.4","","12.7","","18.6","","31.1","S","7.2","","45.0","","0.0","","45.0","","","",,"",,""
"1938-07","1938","07","27.0","","16.0","","21.5","","31.1","","8.9","","98.3","","0.0","","98.3","","","",,"",,""
"1938-08","1938","08","27.5","","16.0","","21.8","","31.7","","7.8","","58.2","","0.0","","58.2","","","",,"",,""
"1938-09","1938","09","19.6","","8.4","","14.0","","27.2","","2.2","","97.8","","0.0","","97.8","","","",,"",,""
"1938-10","1938","10","16.2","","3.7","","10.0","","25.0","","-2.2","","11.9","","0.0","","11.9","","","",,"",,""
"1938-11","1938","11","8.5","","-2.1","","3.2","","22.2","","-13.9","","35.6","","1.3","","36.8","","","",,"",,""
"1938-12","1938","12","1.3","","-6.9","","-2.8","","9.4","","-16.1","S","18.8","","48.0","","66.8","","","",,"",,""
"1939-01","1939","01","-2.3","","-12.3","","-7.3","","9.4","","-27.8","","9.7","","68.1","","77.7","","","",,"",,""
"1939-02","1939","02","-1.2","","-14.2","","-7.7","","5.0","","-24.4","","35.1","","94.7","","129.8","","","",,"",,""
"1939-03","1939","03","0.5","","-8.0","","-3.8","","6.7","","-18.9","","20.3","","46.7","","67.1","","","",,"",,""
"1939-04","1939","04","8.4","","-0.7","","3.9","","19.4","","-6.7","","53.8","","17.0","","70.9","","","",,"",,""
"1939-05","1939","05","19.3","","6.8","","13.1","","27.2","","-0.6","S","25.4","","0.0","","25.4","","","",,"",,""
"1939-06","1939","06","24.6","","12.3","","18.5","","31.7","","5.6","","36.3","","0.0","","36.3","","","",,"",,""
"1939-07","1939","07","28.1","","15.2","","21.7","","33.3","S","9.4","","17.5","","0.0","","17.5","","","",,"",,""
"1939-08","1939","08","28.1","","16.4","","22.3","","31.7","","12.2","","86.6","","0.0","","86.6","","","",,"",,""
"1939-09","1939","09","21.6","","9.6","","15.6","","31.1","S","1.1","","77.7","","0.0","","77.7","","","",,"",,""
"1939-10","1939","10","14.2","","2.8","","8.5","","23.3","","-5.6","S","54.1","","0.0","T","54.1","","","",,"",,""
"1939-11","1939","11","5.6","","-4.6","","0.5","","16.7","","-11.7","","8.9","","2.0","","10.9","","","",,"",,""
"1939-12","1939","12","1.1","","-6.9","","-2.9","","8.9","","-18.3","","49.8","","16.5","","66.3","","","",,"",,""
"1940-01","1940","01","-6.5","","-17.2","","-11.9","","3.3","","-30.0","","22.6","","64.8","","87.4","","","",,"",,""
"1940-02","1940","02","-2.4","","-13.7","","-8.1","","3.3","S","-26.7","","5.6","","49.0","","54.6","","","",,"",,""
"1940-03","1940","03","-0.3","","-9.8","","-5.1","","7.8","","-20.0","","12.4","","50.8","","63.2","","","",,"",,""
"1940-04","1940","04","9.6","","-1.0","","4.3","","21.7","","-8.3","","62.5","","13.5","","75.9","","","",,"",,""
"1940-05","1940","05","18.3","","8.1","","13.2","","23.9","S","-1.1","","127.5","","0.0","","127.5","","","",,"",,""
"1940-06","1940","06","21.8","","11.8","","16.8","","27.2","","5.6","S","29.2","","0.0","","29.2","","","",,"",,""
"1940-07","1940","07","26.5","","15.2","","20.9","","32.2","","7.8","","47.5","","0.0","","47.5","","","",,"",,""
"1940-08","1940","08","25.7","","14.2","","20.0","","31.1","S","3.9","S","35.1","","0.0","","35.1","","","",,"",,""
"1940-09","1940","09","20.9","","9.6","","15.3","","26.7","","0.0","","40.9","","0.0","","40.9","","","",,"",,""
"1940-10","1940","10","13.0","","1.2","","7.1","","22.2","","-7.2","S","32.0","","0.3","","32.3","","","",,"",,""
"1940-11","1940","11","6.4","","-2.3","","2.1","","16.7","","-16.7","S","55.6","","64.5","","120.1","","","",,"",,""
"1940-12","1940","12","1.2","","-9.4","","-4.1","","6.7","S","-28.3","","58.9","","46.7","","105.7","","","",,"",,""
"1941-01","1941","01","-3.8","","-14.2","","-9.0","","3.9","S","-27.8","","9.7","","66.5","","76.2","","","",,"",,""
"1941-02","1941","02","-1.9","","-12.9","","-7.4","","3.9","","-24.4","","13.7","","49.5","","63.2","","","",,"",,""
"1941-03","1941","03","1.1","","-10.7","","-4.8","","6.7","","-23.9","","2.0","","35.3","","37.3","","","",,"",,""
"1941-04","1941","04","16.0","","1.7","","8.9","","26.7","","-3.9","S","10.4","","0.0","T","10.4","","","",,"",,""
"1941-05","1941","05","20.1","","7.0","","13.6","","27.2","","-0.6","S","34.8","","0.0","","34.8","","","",,"",,""
"1941-06","1941","06","26.5","","13.5","","20.0","","33.3","S","6.1","","33.8","","0.0","","33.8","","","",,"",,""
"1941-07","1941","07","27.6","","15.8","","21.7","","36.7","","11.1","S","105.9","","0.0","","105.9","","","",,"",,""
"1941-08","1941","08","24.4","","12.4","","18.4","","30.0","S","6.1","","132.3","","0.0","","132.3","","","",,"",,""
"1941-09","1941","09","22.0","","9.8","","15.9","","28.3","","0.6","","39.6","","0.0","","39.6","","","",,"",,""
"1941-10","1941","10","14.2","","4.6","","9.4","","25.0","","-4.4","","104.6","","0.0","T","104.6","","","",,"",,""
"1941-11","1941","11","7.8","","0.4","","4.1","","16.7","","-7.2","","75.4","","0.5","","75.9","","","",,"",,""
"1941-12","1941","12","1.4","","-6.6","","-2.6","","13.3","","-17.2","","64.8","","17.5","","82.3","","","",,"",,""
"1942-01","1942","01","-2.4","","-14.0","","-8.2","","5.6","","-37.8","","26.2","","90.7","","116.8","","","",,"",,""
"1942-02","1942","02","-3.6","","-12.5","","-8.1","","4.4","","-26.7","","15.2","","37.1","","52.3","","","",,"",,""
"1942-03","1942","03","5.0","","-2.1","","1.5","","11.1","","-6.1","S","59.4","","29.7","","89.2","","","",,"",,""
"1942-04","1942","04","14.5","","3.8","","9.2","","27.2","","-2.2","","19.6","","17.5","","37.1","","","",,"",,""
"1942-05","1942","05","18.5","","8.8","","13.7","","27.2","","0.0","","117.3","","0.0","","117.3","","","",,"",,""
"1942-06","1942","06","23.9","","13.0","","18.5","","30.6","","5.0","","52.1","","0.0","","52.1","","","",,"",,""
"1942-07","1942","07","25.8","","14.8","","20.3","","30.6","","8.3","S","79.2","","0.0","","79.2","","","",,"",,""
"1942-08","1942","08","25.2","","14.3","","19.8","","29.4","","5.0","","34.3","","0.0","","34.3","","","",,"",,""
